FID,ADM0_EN,ADM0_FR,ADM0_RW,PROVINCE,PCODE,DISTRICT,DCODE,SECTOR,SCODE,CELL,CCODE
420,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Buruhukiro,RW2501,Munini,RW250105
416,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Buruhukiro,RW2501,Bushigishigi,RW250101
417,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Buruhukiro,RW2501,Byimana,RW250102
418,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Buruhukiro,RW2501,Gifurwe,RW250103
419,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Buruhukiro,RW2501,Kizimyamuriro,RW250104
421,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Buruhukiro,RW2501,Rambya,RW250106
271,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Busanze,RW2301,Nteko,RW230103
269,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Busanze,RW2301,Kirarangombe,RW230101
270,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Busanze,RW2301,Nkanda,RW230102
272,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Busanze,RW2301,Runyombyi,RW230104
273,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Busanze,RW2301,Shororo,RW230105
160,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busasamana,RW2101,Kavumu,RW210102
162,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busasamana,RW2101,Nyanza,RW210104
163,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busasamana,RW2101,Rwesero,RW210105
159,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busasamana,RW2101,Gahondo,RW210101
161,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busasamana,RW2101,Kibinja,RW210103
164,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busoro,RW2102,Gitovu,RW210201
166,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busoro,RW2102,Masangano,RW210203
165,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busoro,RW2102,Kimirama,RW210202
167,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busoro,RW2102,Munyinya,RW210204
168,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busoro,RW2102,Rukingiro,RW210205
169,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Busoro,RW2102,Shyira,RW210206
511,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Bweramana,RW2601,Rubona,RW260104
510,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Bweramana,RW2601,Murama,RW260103
508,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Bweramana,RW2601,Buhanda,RW260101
509,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Bweramana,RW2601,Gitisi,RW260102
512,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Bweramana,RW2601,Rwinyana,RW260105
517,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Byimana,RW2602,Muhororo,RW260205
516,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Byimana,RW2602,Mpanda,RW260204
513,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Byimana,RW2602,Kamusenyi,RW260201
514,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Byimana,RW2602,Kirengeri,RW260202
515,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Byimana,RW2602,Mahembe,RW260203
518,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Byimana,RW2602,Ntenyo,RW260206
519,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Byimana,RW2602,Nyakabuye,RW260207
174,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Cyabakamyi,RW2103,Rubona,RW210305
173,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Cyabakamyi,RW2103,Nyarurama,RW210304
171,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Cyabakamyi,RW2103,Karama,RW210302
170,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Cyabakamyi,RW2103,Kadaho,RW210301
172,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Cyabakamyi,RW2103,Nyabinyenga,RW210303
274,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Cyahinda,RW2302,Coko,RW230201
275,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Cyahinda,RW2302,Cyahinda,RW230202
276,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Cyahinda,RW2302,Gasasa,RW230203
277,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Cyahinda,RW2302,Muhambara,RW230204
278,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Cyahinda,RW2302,Rutobwe,RW230205
425,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Cyanika,RW2502,Ngoma,RW250204
422,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Cyanika,RW2502,Gitega,RW250201
426,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Cyanika,RW2502,Nyanza,RW250205
423,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Cyanika,RW2502,Karama,RW250202
424,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Cyanika,RW2502,Kiyumba,RW250203
427,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Cyanika,RW2502,Nyanzoga,RW250206
568,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Cyeza,RW2701,Kigarama,RW270102
569,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Cyeza,RW2701,Kivumu,RW270103
571,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Cyeza,RW2701,Nyarunyinya,RW270105
572,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Cyeza,RW2701,Shori,RW270106
567,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Cyeza,RW2701,Biringaga,RW270101
570,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Cyeza,RW2701,Makera,RW270104
631,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Gacurabwenge,RW2801,Gihira,RW280102
630,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Gacurabwenge,RW2801,Gihinga,RW280101
632,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Gacurabwenge,RW2801,Kigembe,RW280103
633,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Gacurabwenge,RW2801,Nkingo,RW280104
433,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gasaka,RW2503,Remera,RW250306
431,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gasaka,RW2503,Nyamugari,RW250304
429,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gasaka,RW2503,Ngiryi,RW250302
428,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gasaka,RW2503,Kigeme,RW250301
430,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gasaka,RW2503,Nyabivumu,RW250303
432,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gasaka,RW2503,Nzega,RW250305
435,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gatare,RW2504,Gatare,RW250402
434,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gatare,RW2504,Bakopfu,RW250401
436,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gatare,RW2504,Mukongoro,RW250403
437,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gatare,RW2504,Ruganda,RW250404
438,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Gatare,RW2504,Shyeru,RW250405
211,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Gikonko,RW2201,Gasagara,RW220102
210,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Gikonko,RW2201,Cyiri,RW220101
212,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Gikonko,RW2201,Gikonko,RW220103
213,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Gikonko,RW2201,Mbogo,RW220104
343,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Gishamvu,RW2401,Shori,RW240104
341,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Gishamvu,RW2401,Nyakibanda,RW240101
342,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Gishamvu,RW2401,Nyumba,RW240102
214,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Gishubi,RW2202,Gabiro,RW220201
215,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Gishubi,RW2202,Nyabitare,RW220202
216,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Gishubi,RW2202,Nyakibungo,RW220203
217,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Gishubi,RW2202,Nyeranzi,RW220204
347,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Huye,RW2402,Sovu,RW240204
344,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Huye,RW2402,Muyogoro,RW240201
345,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Huye,RW2402,Nyakagezi,RW240202
346,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Huye,RW2402,Rukira,RW240203
579,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kabacuzi,RW2702,Ngoma,RW270207
576,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kabacuzi,RW2702,Kavumu,RW270204
574,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kabacuzi,RW2702,Butare,RW270202
575,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kabacuzi,RW2702,Kabuye,RW270203
573,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kabacuzi,RW2702,Buramba,RW270201
577,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kabacuzi,RW2702,Kibyimba,RW270205
578,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kabacuzi,RW2702,Ngarama,RW270206
580,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kabacuzi,RW2702,Sholi,RW270208
523,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kabagali,RW2603,Remera,RW260304
522,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kabagali,RW2603,Munanira,RW260303
524,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kabagali,RW2603,Rwesero,RW260305
520,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kabagali,RW2603,Bihembe,RW260301
521,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kabagali,RW2603,Karambi,RW260302
525,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kabagali,RW2603,Rwoga,RW260306
439,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kaduha,RW2505,Kavumu,RW250501
440,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kaduha,RW2505,Murambi,RW250502
442,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kaduha,RW2505,Nyabisindu,RW250504
443,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kaduha,RW2505,Nyamiyaga,RW250505
441,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kaduha,RW2505,Musenyi,RW250503
444,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kamegeri,RW2506,Bwama,RW250601
445,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kamegeri,RW2506,Kamegeri,RW250602
446,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kamegeri,RW2506,Kirehe,RW250603
447,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kamegeri,RW2506,Kizi,RW250604
448,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kamegeri,RW2506,Nyarusiza,RW250605
449,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kamegeri,RW2506,Rususa,RW250606
219,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kansi,RW2203,Bwiza,RW220302
218,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kansi,RW2203,Akaboti,RW220301
220,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kansi,RW2203,Sabusaro,RW220303
221,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kansi,RW2203,Umunini,RW220304
348,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Karama,RW2403,Buhoro,RW240301
349,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Karama,RW2403,Bunazi,RW240302
350,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Karama,RW2403,Gahororo,RW240303
351,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Karama,RW2403,Kibingo,RW240304
352,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Karama,RW2403,Muhembe,RW240305
636,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Karama,RW2802,Muganza,RW280203
634,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Karama,RW2802,Bitare,RW280201
635,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Karama,RW2802,Bunyonga,RW280202
637,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Karama,RW2802,Nyamirembe,RW280204
642,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayenzi,RW2803,Mataba,RW280305
643,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayenzi,RW2803,Nyamirama,RW280306
641,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayenzi,RW2803,Kirwa,RW280304
638,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayenzi,RW2803,Bugarama,RW280301
639,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayenzi,RW2803,Cubi,RW280302
640,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayenzi,RW2803,Kayonza,RW280303
644,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayumbu,RW2804,Busoro,RW280401
645,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayumbu,RW2804,Gaseke,RW280402
647,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayumbu,RW2804,Muyange,RW280404
646,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Kayumbu,RW2804,Giko,RW280403
584,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kibangu,RW2703,Mubuga,RW270304
582,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kibangu,RW2703,Gitega,RW270302
581,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kibangu,RW2703,Gisharu,RW270301
583,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kibangu,RW2703,Jurwe,RW270303
585,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kibangu,RW2703,Rubyiniro,RW270305
586,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kibangu,RW2703,Ryakanimba,RW270306
283,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kibeho,RW2303,Mubuga,RW230305
279,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kibeho,RW2303,Gakoma,RW230301
282,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kibeho,RW2303,Mpanda,RW230304
280,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kibeho,RW2303,Kibeho,RW230302
281,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kibeho,RW2303,Mbasa,RW230303
284,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kibeho,RW2303,Nyange,RW230306
176,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kibilizi,RW2104,Mbuye,RW210402
175,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kibilizi,RW2104,Cyeru,RW210401
177,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kibilizi,RW2104,Mututu,RW210403
178,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kibilizi,RW2104,Rwotso,RW210404
223,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kibirizi,RW2204,Kibirizi,RW220402
224,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kibirizi,RW2204,Muyira,RW220403
222,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kibirizi,RW2204,Duwani,RW220401
225,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kibirizi,RW2204,Ruturo,RW220404
453,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibirizi,RW2507,Karambo,RW250704
450,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibirizi,RW2507,Bugarama,RW250701
451,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibirizi,RW2507,Bugarura,RW250702
452,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibirizi,RW2507,Gashiha,RW250703
454,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibirizi,RW2507,Ruhunga,RW250705
455,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibirizi,RW2507,Uwindekezi,RW250706
456,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibumbwe,RW2508,Bwenda,RW250801
457,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibumbwe,RW2508,Gakanka,RW250802
458,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibumbwe,RW2508,Kibibi,RW250803
459,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kibumbwe,RW2508,Nyakiza,RW250804
227,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kigembe,RW2205,Gatovu,RW220502
230,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kigembe,RW2205,Rubona,RW220505
229,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kigembe,RW2205,Nyabikenke,RW220504
231,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kigembe,RW2205,Rusagara,RW220506
226,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kigembe,RW2205,Agahabwa,RW220501
