FID,ADM0_EN,ADM0_FR,ADM0_RW,PROVINCE,PCODE,DISTRICT,DCODE,SECTOR,SCODE,CELL,CCODE
228,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Kigembe,RW2205,Impinga,RW220503
355,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kigoma,RW2404,Kabuga,RW240403
358,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kigoma,RW2404,Nyabisindu,RW240406
359,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kigoma,RW2404,Rugarama,RW240407
356,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kigoma,RW2404,Karambi,RW240404
360,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kigoma,RW2404,Shanga,RW240408
353,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kigoma,RW2404,Gishihe,RW240401
354,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kigoma,RW2404,Kabatwa,RW240402
357,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kigoma,RW2404,Musebeya,RW240405
179,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kigoma,RW2105,Butansinda,RW210501
180,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kigoma,RW2105,Butara,RW210502
181,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kigoma,RW2105,Gahombo,RW210503
182,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kigoma,RW2105,Gasoro,RW210504
183,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Kigoma,RW2105,Mulinja,RW210505
363,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kinazi,RW2405,Gitovu,RW240503
364,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kinazi,RW2405,Kabona,RW240504
361,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kinazi,RW2405,Byinza,RW240501
362,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kinazi,RW2405,Gahana,RW240502
365,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Kinazi,RW2405,Sazange,RW240505
529,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinazi,RW2604,Rubona,RW260404
526,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinazi,RW2604,Burima,RW260401
527,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinazi,RW2604,Gisali,RW260402
528,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinazi,RW2604,Kinazi,RW260403
530,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinazi,RW2604,Rutabo,RW260405
533,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinihira,RW2605,Kirwa,RW260503
531,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinihira,RW2605,Bweramvura,RW260501
532,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinihira,RW2605,Gitinda,RW260502
534,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinihira,RW2605,Muyunzwe,RW260504
535,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinihira,RW2605,Nyakogo,RW260505
536,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Kinihira,RW2605,Rukina,RW260506
460,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kitabi,RW2509,Kagano,RW250901
461,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kitabi,RW2509,Mujuga,RW250902
462,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kitabi,RW2509,Mukungu,RW250903
463,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kitabi,RW2509,Shaba,RW250904
464,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Kitabi,RW2509,Uwingugu,RW250905
289,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kivu,RW2304,Rugerero,RW230405
285,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kivu,RW2304,Cyanyirankora,RW230401
286,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kivu,RW2304,Gahurizo,RW230402
287,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kivu,RW2304,Kimina,RW230403
288,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Kivu,RW2304,Kivu,RW230404
589,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kiyumba,RW2704,Remera,RW270403
587,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kiyumba,RW2704,Budende,RW270401
588,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kiyumba,RW2704,Ndago,RW270402
590,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kiyumba,RW2704,Ruhina,RW270404
591,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Kiyumba,RW2704,Rukeri,RW270405
232,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mamba,RW2206,Gakoma,RW220601
236,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mamba,RW2206,Ramba,RW220605
233,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mamba,RW2206,Kabumbwe,RW220602
234,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mamba,RW2206,Mamba,RW220603
235,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mamba,RW2206,Muyaga,RW220604
371,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Maraba,RW2406,Shyembe,RW240606
368,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Maraba,RW2406,Kabuye,RW240603
369,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Maraba,RW2406,Kanyinya,RW240604
370,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Maraba,RW2406,Shanga,RW240605
366,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Maraba,RW2406,Buremera,RW240601
367,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Maraba,RW2406,Gasumba,RW240602
291,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Mata,RW2305,Murambi,RW230502
292,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Mata,RW2305,Nyamabuye,RW230503
293,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Mata,RW2305,Ramba,RW230504
294,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Mata,RW2305,Rwamiko,RW230505
290,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Mata,RW2305,Gorwe,RW230501
373,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mbazi,RW2407,Kabuga,RW240702
377,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mbazi,RW2407,Rusagara,RW240706
372,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mbazi,RW2407,Gatobotobo,RW240701
374,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mbazi,RW2407,Mutunda,RW240703
375,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mbazi,RW2407,Mwulire,RW240704
376,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mbazi,RW2407,Rugango,RW240705
378,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mbazi,RW2407,Tare,RW240707
468,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mbazi,RW2510,Ngara,RW251004
465,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mbazi,RW2510,Manwari,RW251001
466,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mbazi,RW2510,Mutiwingoma,RW251002
467,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mbazi,RW2510,Ngambi,RW251003
539,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mbuye,RW2606,Kabuga,RW260603
542,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mbuye,RW2606,Mwendo,RW260606
541,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mbuye,RW2606,Mbuye,RW260605
537,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mbuye,RW2606,Cyanza,RW260601
538,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mbuye,RW2606,Gisanga,RW260602
540,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mbuye,RW2606,Kizibere,RW260604
543,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mbuye,RW2606,Nyakarekare,RW260607
470,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mugano,RW2511,Gitwa,RW251102
471,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mugano,RW2511,Ruhinga,RW251103
472,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mugano,RW2511,Sovu,RW251104
469,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mugano,RW2511,Gitondorero,RW251101
473,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mugano,RW2511,Suti,RW251105
474,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mugano,RW2511,Yonde,RW251106
239,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Muganza,RW2207,Remera,RW220703
238,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Muganza,RW2207,Muganza,RW220702
240,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Muganza,RW2207,Rwamiko,RW220704
237,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Muganza,RW2207,Cyumba,RW220701
241,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Muganza,RW2207,Saga,RW220705
295,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Muganza,RW2306,Muganza,RW230601
296,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Muganza,RW2306,Rukore,RW230602
297,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Muganza,RW2306,Samiyonga,RW230603
298,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Muganza,RW2306,Uwacyiza,RW230604
648,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Mugina,RW2805,Jenda,RW280501
652,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Mugina,RW2805,Nteko,RW280505
649,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Mugina,RW2805,Kabugondo,RW280502
650,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Mugina,RW2805,Mbati,RW280503
651,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Mugina,RW2805,Mugina,RW280504
242,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mugombwa,RW2208,Baziro,RW220801
243,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mugombwa,RW2208,Kibayi,RW220802
244,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mugombwa,RW2208,Kibu,RW220803
245,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mugombwa,RW2208,Mugombwa,RW220804
246,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mugombwa,RW2208,Mukomacara,RW220805
595,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Muhanga,RW2705,Remera,RW270504
594,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Muhanga,RW2705,Nyamirama,RW270503
596,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Muhanga,RW2705,Tyazo,RW270505
592,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Muhanga,RW2705,Kanyinya,RW270501
593,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Muhanga,RW2705,Nganzo,RW270502
247,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mukindo,RW2209,Gitega,RW220901
250,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mukindo,RW2209,Runyinya,RW220904
248,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mukindo,RW2209,Mukiza,RW220902
249,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Mukindo,RW2209,Nyabisagara,RW220903
185,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Mukingo,RW2106,Gatagara,RW210602
184,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Mukingo,RW2106,Cyerezo,RW210601
186,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Mukingo,RW2106,Kiruli,RW210603
187,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Mukingo,RW2106,Mpanga,RW210604
188,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Mukingo,RW2106,Ngwa,RW210605
189,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Mukingo,RW2106,Nkomero,RW210606
379,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mukura,RW2408,Bukomeye,RW240801
380,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mukura,RW2408,Buvumu,RW240802
381,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mukura,RW2408,Icyeru,RW240803
382,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Huye,RW24,Mukura,RW2408,Rango a,RW240804
299,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Munini,RW2307,Giheta,RW230701
300,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Munini,RW2307,Ngarurira,RW230702
301,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Munini,RW2307,Ngeri,RW230703
302,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Munini,RW2307,Ntwali,RW230704
303,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyaruguru,RW23,Munini,RW2307,Nyarure,RW230705
653,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Musambira,RW2806,Buhoro,RW280601
656,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Musambira,RW2806,Kivumu,RW280604
655,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Musambira,RW2806,Karengera,RW280603
654,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Musambira,RW2806,Cyambwe,RW280602
657,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Musambira,RW2806,Mpushi,RW280605
658,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Kamonyi,RW28,Musambira,RW2806,Rukambura,RW280606
480,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musange,RW2512,Nyagisozi,RW251206
478,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musange,RW2512,Masangano,RW251204
475,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musange,RW2512,Gasave,RW251201
476,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musange,RW2512,Jenda,RW251202
477,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musange,RW2512,Masagara,RW251203
479,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musange,RW2512,Masizi,RW251205
481,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musebeya,RW2513,Gatovu,RW251301
482,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musebeya,RW2513,Nyarurambi,RW251302
483,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musebeya,RW2513,Rugano,RW251303
484,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musebeya,RW2513,Runege,RW251304
485,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musebeya,RW2513,Rusekera,RW251305
486,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Musebeya,RW2513,Sekera,RW251306
252,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Musha,RW2210,Gatovu,RW221002
253,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Musha,RW2210,Kigarama,RW221003
251,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Musha,RW2210,Bukinanyana,RW221001
254,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Musha,RW2210,Kimana,RW221004
597,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Mushishiro,RW2706,Matyazo,RW270601
598,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Mushishiro,RW2706,Munazi,RW270602
599,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Mushishiro,RW2706,Nyagasozi,RW270603
600,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Mushishiro,RW2706,Rukaragata,RW270604
601,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Mushishiro,RW2706,Rwasare,RW270605
602,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Muhanga,RW27,Mushishiro,RW2706,Rwigerero,RW270606
487,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mushubi,RW2514,Buteteri,RW251401
488,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mushubi,RW2514,Cyobe,RW251402
489,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyamagabe,RW25,Mushubi,RW2514,Gashwati,RW251403
194,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Muyira,RW2107,Nyundo,RW210705
192,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Muyira,RW2107,Nyamiyaga,RW210703
190,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Muyira,RW2107,Gati,RW210701
191,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Muyira,RW2107,Migina,RW210702
193,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Nyanza,RW21,Muyira,RW2107,Nyamure,RW210704
547,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mwendo,RW2607,Kigarama,RW260704
544,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mwendo,RW2607,Gafunzo,RW260701
545,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mwendo,RW2607,Gishweru,RW260702
546,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mwendo,RW2607,Kamujisho,RW260703
548,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mwendo,RW2607,Kubutare,RW260705
549,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mwendo,RW2607,Mutara,RW260706
550,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mwendo,RW2607,Nyabibugu,RW260707
551,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Ruhango,RW26,Mwendo,RW2607,Saruheshyi,RW260708
255,Rwanda,Rwanda (le),U Rwanda,Amajyepfo,RW2,Gisagara,RW22,Ndora,RW2211,Bweya,RW221101
