FID,ADM0_EN,ADM0_FR,ADM0_RW,PROVINCE,PCODE,DISTRICT,DCODE,SECTOR,SCODE,CELL,CCODE
774,Rwanda,Rwanda (le),U Rwanda,Iburengerazuba,RW3,Karongi,RW31,Twumba,RW3113,Rutabi,RW311307
50,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Bumbogo,RW1201,Ngara,RW120104
52,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Bumbogo,RW1201,Nyabikenke,RW120106
53,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Bumbogo,RW1201,Nyagasozi,RW120107
47,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Bumbogo,RW1201,Kinyaga,RW120101
48,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Bumbogo,RW1201,Musave,RW120102
49,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Bumbogo,RW1201,Mvuzo,RW120103
51,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Bumbogo,RW1201,Nkuzuzu,RW120105
118,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gahanga,RW1301,Gahanga,RW130101
119,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gahanga,RW1301,Kagasa,RW130102
120,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gahanga,RW1301,Karembure,RW130103
121,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gahanga,RW1301,Murinja,RW130104
122,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gahanga,RW1301,Nunga,RW130105
123,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gahanga,RW1301,Rwabutenge,RW130106
125,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gatenga,RW1302,Karambo,RW130202
126,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gatenga,RW1302,Nyanza,RW130203
127,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gatenga,RW1302,Nyarurama,RW130204
124,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gatenga,RW1302,Gatenga,RW130201
56,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gatsata,RW1202,Nyamugari,RW120203
55,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gatsata,RW1202,Nyamabuye,RW120202
54,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gatsata,RW1202,Karuruma,RW120201
61,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gikomero,RW1203,Murambi,RW120305
57,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gikomero,RW1203,Gasagara,RW120301
60,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gikomero,RW1203,Munini,RW120304
58,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gikomero,RW1203,Gicaca,RW120302
59,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gikomero,RW1203,Kibara,RW120303
128,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gikondo,RW1303,Kagunga,RW130301
129,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gikondo,RW1303,Kanserege,RW130302
130,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Gikondo,RW1303,Kinunga,RW130303
63,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gisozi,RW1204,Ruhango,RW120402
62,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Gisozi,RW1204,Musezero,RW120401
3,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Gitega,RW1101,Kigarama,RW110104
5,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Gitega,RW1101,Kora,RW110106
0,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Gitega,RW1101,Akabahizi,RW110101
1,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Gitega,RW1101,Akabeza,RW110102
2,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Gitega,RW1101,Gacyamo,RW110103
4,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Gitega,RW1101,Kinyange,RW110105
65,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jabana,RW1205,Bweramvura,RW120502
67,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jabana,RW1205,Ngiryi,RW120505
64,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jabana,RW1205,Akamatamu,RW120501
66,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jabana,RW1205,Kidashya,RW120504
73,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jali,RW1206,Nyakabungo,RW120606
68,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jali,RW1206,Agateko,RW120601
69,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jali,RW1206,Buhiza,RW120602
70,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jali,RW1206,Muko,RW120603
71,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jali,RW1206,Nkusi,RW120604
72,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jali,RW1206,Nyabuliba,RW120605
74,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Jali,RW1206,Nyamitanga,RW120607
75,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kacyiru,RW1207,Kamatamu,RW120701
76,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kacyiru,RW1207,Kamutwa,RW120702
77,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kacyiru,RW1207,Kibaza,RW120703
131,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kagarama,RW1304,Kanserege,RW130401
132,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kagarama,RW1304,Muyange,RW130402
133,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kagarama,RW1304,Rukatsa,RW130403
136,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kanombe,RW1305,Karama,RW130503
135,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kanombe,RW1305,Kabeza,RW130502
134,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kanombe,RW1305,Busanza,RW130501
137,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kanombe,RW1305,Rubirizi,RW130504
8,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kanyinya,RW1102,Taba,RW110203
6,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kanyinya,RW1102,Nyamweru,RW110201
7,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kanyinya,RW1102,Nzove,RW110202
141,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kicukiro,RW1306,Ngoma,RW130604
138,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kicukiro,RW1306,Gasharu,RW130601
139,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kicukiro,RW1306,Kagina,RW130602
140,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kicukiro,RW1306,Kicukiro,RW130603
10,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kigali,RW1103,Mwendo,RW110302
13,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kigali,RW1103,Rwesero,RW110305
11,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kigali,RW1103,Nyabugogo,RW110303
9,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kigali,RW1103,Kigali,RW110301
12,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kigali,RW1103,Ruriba,RW110304
144,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kigarama,RW1307,Kigarama,RW130703
145,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kigarama,RW1307,Nyarurama,RW130704
146,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kigarama,RW1307,Rwampara,RW130705
142,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kigarama,RW1307,Bwerankori,RW130701
143,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Kigarama,RW1307,Karugira,RW130702
78,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kimihurura,RW1208,Kamukina,RW120801
79,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kimihurura,RW1208,Kimihurura,RW120802
80,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kimihurura,RW1208,Rugando,RW120803
83,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kimironko,RW1209,Nyagatovu,RW120903
81,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kimironko,RW1209,Bibare,RW120901
82,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kimironko,RW1209,Kibagabaga,RW120902
14,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kimisagara,RW1104,Kamuhoza,RW110401
15,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kimisagara,RW1104,Katabaro,RW110402
16,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Kimisagara,RW1104,Kimisagara,RW110403
85,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kinyinya,RW1210,Gasharu,RW121002
87,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kinyinya,RW1210,Murama,RW121004
84,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kinyinya,RW1210,Gacuriro,RW121001
86,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Kinyinya,RW1210,Kagugu,RW121003
18,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Mageregere,RW1105,Kavumu,RW110502
19,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Mageregere,RW1105,Mataba,RW110503
17,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Mageregere,RW1105,Kankuba,RW110501
20,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Mageregere,RW1105,Ntungamo,RW110504
21,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Mageregere,RW1105,Nyarufunzo,RW110505
22,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Mageregere,RW1105,Nyarurenzi,RW110506
23,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Mageregere,RW1105,Runzenze,RW110507
149,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Masaka,RW1308,Gako,RW130803
147,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Masaka,RW1308,Ayabaraya,RW130801
148,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Masaka,RW1308,Cyimo,RW130802
150,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Masaka,RW1308,Gitaraga,RW130804
151,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Masaka,RW1308,Mbabe,RW130805
152,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Masaka,RW1308,Rusheshe,RW130806
24,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Muhima,RW1106,Amahoro,RW110601
26,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Muhima,RW1106,Kabeza,RW110603
27,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Muhima,RW1106,Nyabugogo,RW110604
25,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Muhima,RW1106,Kabasengerezi,RW110602
28,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Muhima,RW1106,Rugenge,RW110605
29,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Muhima,RW1106,Tetero,RW110606
30,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Muhima,RW1106,Ubumwe,RW110607
88,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Ndera,RW1211,Bwiza,RW121101
90,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Ndera,RW1211,Kibenga,RW121103
89,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Ndera,RW1211,Cyaruzinge,RW121102
91,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Ndera,RW1211,Masoro,RW121104
92,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Ndera,RW1211,Mukuyu,RW121105
93,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Ndera,RW1211,Rudashya,RW121106
94,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Nduba,RW1212,Butare,RW121201
96,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Nduba,RW1212,Gasura,RW121203
95,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Nduba,RW1212,Gasanze,RW121202
97,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Nduba,RW1212,Gatunga,RW121204
98,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Nduba,RW1212,Muremure,RW121205
99,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Nduba,RW1212,Sha,RW121206
100,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Nduba,RW1212,Shango,RW121207
153,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Niboye,RW1309,Gatare,RW130901
154,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Niboye,RW1309,Niboye,RW130902
155,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Niboye,RW1309,Nyakabanda,RW130903
31,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyakabanda,RW1107,Munanira i,RW110701
32,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyakabanda,RW1107,Munanira ii,RW110702
33,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyakabanda,RW1107,Nyakabanda i,RW110703
34,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyakabanda,RW1107,Nyakabanda ii,RW110704
36,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyamirambo,RW1108,Gasharu,RW110802
38,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyamirambo,RW1108,Rugarama,RW110804
35,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyamirambo,RW1108,Cyivugiza,RW110801
37,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyamirambo,RW1108,Mumena,RW110803
42,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyarugenge,RW1109,Rwampara,RW110904
39,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyarugenge,RW1109,Agatare,RW110901
40,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyarugenge,RW1109,Biryogo,RW110902
41,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Nyarugenge,RW1109,Kiyovu,RW110903
156,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Nyarugunga,RW1310,Kamashashi,RW131001
157,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Nyarugunga,RW1310,Nonko,RW131002
158,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Kicukiro,RW13,Nyarugunga,RW1310,Rwimbogo,RW131003
101,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Remera,RW1213,Nyabisindu,RW121301
102,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Remera,RW1213,Nyarutarama,RW121302
103,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Remera,RW1213,Rukiri i,RW121303
104,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Remera,RW1213,Rukiri ii,RW121304
106,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rusororo,RW1214,Gasagara,RW121402
111,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rusororo,RW1214,Ruhanga,RW121408
105,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rusororo,RW1214,Bisenga,RW121401
107,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rusororo,RW1214,Kabuga ii,RW121404
108,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rusororo,RW1214,Kinyana,RW121405
109,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rusororo,RW1214,Mbandazi,RW121406
110,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rusororo,RW1214,Nyagahinga,RW121407
116,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rutunga,RW1215,Kibenga,RW121505
112,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rutunga,RW1215,Gasabo,RW121501
113,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rutunga,RW1215,Indatemwa,RW121502
114,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rutunga,RW1215,Kabaliza,RW121503
115,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rutunga,RW1215,Kacyatwa,RW121504
117,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Gasabo,RW12,Rutunga,RW1215,Kigabiro,RW121506
43,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Rwezamenyo,RW1110,Kabuguru i,RW111001
44,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Rwezamenyo,RW1110,Kabuguru ii,RW111002
45,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Rwezamenyo,RW1110,Rwezamenyo i,RW111003
46,Rwanda,Rwanda (le),U Rwanda,Umujyi wa Kigali,RW1,Nyarugenge,RW11,Rwezamenyo,RW1110,Rwezamenyo ii,RW111004
